,Number of Users,Number of months in operation,Company Type,Number of Founders,Revenue,Monthly User Growth,Customer Retention Rate,Profit Margin,Customer Aquisition Cost,Monthly Unit Churn,Monthly Burn Rate,Major Rival,Number of News Articles,Number of Founded Organizations,Number of Portfolio Companies,Number of Investments_x,Number of Partner Investments,Number of Lead Investments_x,Number of Exits_x,Number of Events_x,Success
607,67,4,1,5,12579.854458315018,138.0719569078335,79.26520298598534,15.962056074041747,3.779466047738884,6.257885400287191,3.469022015710662,0.0,19,1,0,0,0,0,0,2,1
608,12,4,1,5,13481.298332352582,150.09800881051154,39.86629371185075,1.5687815543618022,0.8649730219849516,2.3721483406153596,6.407708484683574,0.0,67,2,0,0,0,0,0,14,1
609,13,4,1,5,7584.016455430527,171.74895454115202,79.3394693700937,-7.637355445759555,5.765037169719543,6.309168222198925,4.268499332230025,0.0,12,1,0,0,0,0,0,2,1
610,1,4,1,5,9328.346302122807,172.5478962348933,45.06199169067784,7.017205889925471,6.2665130637899775,2.573971072661546,3.986612321056594,1.0,13,1,0,0,0,0,0,3,1
611,200,3,1,3,14282.69619515806,192.7656631683942,41.138523713513536,13.119976528648554,8.263042749100872,7.216083056822032,1.7373917256796223,0.0,1,1,0,0,0,0,0,0,1
612,10,3,1,3,8761.616937855211,100.36778570854514,48.08836429620315,26.03667357262001,2.1592321681362234,8.072832462347035,7.552523766523405,0.0,200,3,1,1,3,0,0,5,1
613,19,3,1,2,10445.847536970266,38.922804871947136,68.11077436468253,17.798250411755696,6.624726543513351,4.424742304379742,2.805399776497556,0.0,10,2,0,0,0,0,0,0,1
614,11,6,1,2,43125.74400236097,3.2383135756557557,26.88510399442443,22.282445830266376,11.374297031190348,4.093311561560344,1.8707704915040164,1.0,19,1,0,0,0,0,0,2,0
615,126,11,0,3,13513.222641498276,50.847405810329946,50.67236902101162,-8.601806682924886,9.211235148200227,6.023756532738238,2.4023541918692186,1.0,11,1,4,5,0,0,1,2,1
616,13,11,0,3,14912.062635860975,40.389548413206185,34.86896027736922,21.272647717547095,1.459862310675898,7.336127518090683,1.3470433569163207,1.0,126,1,1,1,0,0,0,3,1
617,69,2,1,3,10968.4320753345,73.99592527883426,74.0775105599121,27.561364847132488,0.9952622129258526,6.033521220483671,5.333784268990728,0.0,13,1,2,2,0,0,0,0,1
618,39,2,1,3,5626.208909822652,156.04891191485527,51.25247933701355,5.1159486480746885,9.358714647058541,2.025071066589413,1.098491970876264,0.0,69,1,0,0,0,0,0,0,1
619,0,2,1,3,12973.333643374648,110.90344166371484,55.788030718574994,-5.196720370830397,4.118150337363675,8.91429860984565,7.334641539555079,0.0,39,3,1,1,0,0,0,3,1
620,791,16,1,0,9639.286617065118,67.2729869087039,53.94964942820985,5.345721259472684,8.080845921913903,4.484046731883944,1.9257960447119524,0.0,0,1,0,0,0,0,0,0,1
621,22,6,1,1,8343.44564291027,76.65874871111549,68.85775489910424,-1.971576253710925,2.0630128708062156,4.816217930480432,6.934822829574629,1.0,791,2,20,27,1,2,8,1,1
622,0,2,1,2,18160.648642788725,52.073826796959686,11.028568279339137,1.6169543795906378,8.697366680852717,4.153558491448294,3.1142565436819165,1.0,22,1,5,5,0,0,0,8,0
623,4,4,1,2,5295.542311954215,168.69354224940665,30.502119386768165,-4.265479079372034,0.6400429744302749,8.584692635162554,3.1569091067382673,0.0,0,1,0,0,0,0,0,0,1
624,209,4,1,3,10638.64304333564,139.1670347963904,86.96437642039602,29.259677633914563,0.4416697821597104,6.463041948515281,6.325526308285446,0.0,4,2,0,0,0,0,0,2,1
625,86,4,1,3,12331.136918656846,159.32084892267227,74.32511671941687,18.720821609140405,0.08048157793659305,4.2652948175384555,3.7723559731336898,1.0,209,1,0,0,0,0,0,8,1
626,28,0,1,2,83171.50813030262,2.444431253113495,56.00828645117473,-13.791815926351969,5.674731435063706,7.70946611762058,1.3499799760662234,0.0,86,2,0,0,0,0,0,4,0
627,19,0,1,2,21225.69715029361,7.568830852027632,35.48107585151885,2.1775028601038855,5.371774012853269,16.943476075141433,10.883363236120688,0.0,28,2,0,0,0,0,0,0,0
628,34,2,1,3,12540.279552126583,44.25234965097812,76.70573137833041,0.8111112960609468,1.5736288869677273,4.796350774589193,1.2877975749133392,0.0,19,2,0,0,0,0,0,2,1
629,2,2,1,3,6853.174619881383,56.69604171673664,37.18457570851611,17.509668734394257,7.568254878276629,6.569253272844905,1.238630178929644,1.0,34,2,0,0,0,0,0,3,1
630,5,0,1,2,13327.636575499184,171.01496599924138,89.78509781694416,-9.271721542338085,4.212176379674753,4.096775201494928,7.230298027119221,0.0,2,1,0,0,0,0,0,0,1
631,18,8,1,3,5707.233750355781,182.62857324024614,84.75517402010303,22.58086917884978,4.550575512873216,4.077479299031942,2.5632407668537347,0.0,5,1,0,0,0,0,0,4,1
632,136,21,1,2,6737.162982720782,109.87720783655993,61.57412379623949,-2.1810176339779375,9.466632144847695,7.223481537131851,2.6251683465208027,0.0,18,3,0,0,0,0,0,7,1
633,10,21,1,2,6833.94038267762,111.61959709553307,56.89083432906094,20.860086294874773,9.596268045509365,4.7652810654610995,4.746499068688264,0.0,136,2,1,1,0,0,0,5,1
634,20,4,1,1,5101.977926763225,122.94011224637663,69.57185306189547,24.5359160842072,0.7228281933606551,5.987474714695756,7.729718278768031,0.0,10,1,0,0,0,0,0,1,1
635,11,1,1,1,45969.084246375765,53.589673788621646,53.516475202826385,20.022086430218366,10.81920374708008,6.08895605789203,2.0929363704251567,1.0,20,1,0,0,0,0,0,4,0
636,36,5,1,2,5999.183136191505,115.28538459611515,33.777548920421836,21.18487327259445,0.9684983705317696,3.1046058386599547,6.422195618624456,0.0,11,1,0,0,0,0,0,2,1
637,54,5,1,2,6131.069777704062,32.99819992326948,45.360169209822814,9.697796135665392,5.309505498448026,6.249843996920438,4.835575035482914,1.0,36,1,21,22,0,1,1,3,1
638,18,3,1,1,51251.94030180411,66.01123920994573,27.640474463464145,17.18269049540482,14.686052633594864,12.728634616432535,8.388475759168067,1.0,54,1,15,16,0,1,1,0,0
639,349,12,0,1,9304.053711962704,102.34551642365271,39.19312843290191,12.448652659602416,1.5952741729260755,6.304823265292463,4.542955713991099,0.0,18,1,0,0,0,0,0,2,1
640,0,0,1,2,94004.74760691868,5.455419674354255,1.2028633032947855,17.867413628928567,0.3827765015869061,9.817552041495361,10.649668323370292,1.0,349,1,0,0,0,0,0,3,0
641,67,1,1,2,60771.29959170057,36.9557739600425,20.310100849439987,8.788450458688018,3.471244000451984,13.847564524159386,1.6507487460837003,1.0,0,1,0,0,0,0,0,0,0
642,0,1,1,2,53822.48226239302,47.218159324136195,12.018898104818895,-2.8590145222728403,14.284482632848212,15.918381800517984,6.716551286141752,1.0,67,5,3,4,13,0,0,5,0
643,43,0,1,3,58327.9175809418,26.552818066198512,59.526219460090935,-2.5144780859758242,9.8138979817575,16.381973998575788,2.595845971996008,0.0,0,1,0,0,0,0,0,0,0
644,0,0,1,3,26460.133527523365,38.01153890393451,6.805930045029866,29.496434949822827,6.151698460348074,11.544308938396826,3.5736594748422923,0.0,43,2,0,0,0,0,0,0,0
645,7,4,1,3,6075.446952674497,124.53697117187467,83.97297672181615,7.434582956265988,1.3757159615654158,7.509619472714767,4.384589368295727,0.0,0,1,0,0,0,0,0,0,1
646,7,3,1,1,12769.620171354727,163.76314152517946,64.38279194924283,-6.839631911751551,1.2403404130735662,2.061758735834192,4.86982162266068,0.0,7,2,0,0,0,0,0,0,1
647,19,4,1,2,8133.291425891136,70.89287560913496,79.53750085163101,-5.277366812593618,2.446152200266517,4.665241585703872,5.724699562194774,0.0,7,2,0,0,0,0,0,0,1
648,20,6,1,5,6588.351707296535,64.20208699477213,73.02050177639907,20.709811134887616,8.301208985175746,3.7663425124054957,3.316768154688119,0.0,19,1,0,0,0,0,0,0,1
649,1,6,1,5,11599.216976654665,53.85480761892158,59.972654802817836,2.484893165754599,3.8114630319536236,5.2514031778414605,2.1449811180944574,0.0,20,1,24,27,4,0,8,0,1
650,1,6,1,5,9243.709591899267,192.317723474366,78.21764164298438,8.666920125343903,8.964842836758603,8.429566813312572,5.700699578612667,0.0,1,1,0,0,0,0,0,0,1
651,1,6,1,5,8714.237505687164,151.66862581919335,42.45854687198586,2.028448650348942,2.3153457215877236,5.540403906125208,6.232965527914528,0.0,1,1,0,0,0,0,0,0,1
652,0,6,1,5,9842.199106532757,24.146134284698963,52.79982559593201,2.4614909542035477,7.292344221364187,4.19225386786255,3.0347589598601274,0.0,1,1,0,0,0,0,0,0,1
653,33,3,1,1,9231.840796799639,199.26543652770297,33.90913684894306,4.5880853400950805,6.98483494407872,3.092151599444354,1.5754992490934938,0.0,0,1,0,0,0,0,0,0,1
654,237,6,0,3,9217.720641176902,172.6530415662745,66.28093018363593,0.49285743309860663,3.1505490788445756,8.258502697621516,1.2700578554317978,1.0,33,3,2,2,0,0,0,0,1
655,24,6,0,3,12104.636800830762,67.02050129389255,45.04079208622683,9.543653905380797,3.268998412364148,5.588629464474211,1.061094074831147,0.0,237,9,0,0,2,0,0,3,1
656,34,5,1,1,12137.764751009527,165.79627138076214,86.60426636109395,-1.2578031569401524,8.423827459776946,3.331715897416811,5.074356735354415,0.0,24,1,0,0,0,0,0,1,1
657,0,2,1,2,28277.907350639285,57.57546587409336,27.012179392595367,23.77669611812142,6.195768275835729,6.25083765956881,11.988114036386277,0.0,34,4,0,0,0,0,0,2,0
658,31,5,1,3,25733.56527936067,52.82157857689223,32.029512977741696,29.821023820156526,8.85724487305189,8.161287918668608,2.812046840398786,1.0,0,1,0,0,0,0,0,0,0
659,1,5,1,3,10116.777420448405,144.4042123992747,79.33266822208442,20.109103447801736,5.290951027273812,3.1783977150321845,1.6499283021484028,0.0,31,1,2,2,0,0,0,3,1
660,0,21,0,1,5874.502726493385,27.150769828250365,36.884457764963344,-6.71530713012602,3.895640541148082,7.557214903593922,3.851851278740515,0.0,1,1,0,0,0,0,0,0,1
661,39,4,1,3,7241.2301665641935,41.22199747305969,46.07782125682578,16.00106713436871,2.7333157195230795,3.133761998277701,3.4113268627789655,0.0,0,3,3,3,0,0,0,0,1
662,10,4,1,3,10998.088038560549,66.08562177949688,56.86469029989152,-5.306712380263403,2.605539932350479,2.8366582425683,4.497510525210004,0.0,39,1,2,2,0,0,0,3,1
663,22,2,1,5,11694.534123649079,108.95546911304174,53.00585822328211,-1.9692044448538795,7.938270791558454,4.520300032619109,4.49731930669137,0.0,10,1,2,2,0,0,0,0,1
664,2,2,1,5,10936.419051993016,158.3070662343685,30.5675970744904,24.530110306363206,4.35687319233568,8.154612377106627,2.0657346126643,0.0,22,4,0,0,5,0,0,3,1
665,0,2,1,5,14419.253526918306,186.38804868202723,69.58521619961951,23.78744934848183,8.446530141087127,5.829754368934396,1.1999758745448392,0.0,2,2,1,1,0,0,0,0,1
666,0,2,1,5,7840.085330846268,88.68498989366945,88.25916793588823,5.827835061275287,3.7740719057015113,6.500028586202603,1.2858997760546882,0.0,0,1,0,0,0,0,0,0,1
667,0,2,1,5,11586.834265125672,133.41008411953368,75.38630840663323,21.976650106916914,8.277350032995527,2.3526040353707987,3.019930255422591,1.0,0,1,0,0,0,0,0,0,1
668,9,2,1,2,14105.222660753452,188.07363117881437,65.1363535970197,22.65352204382446,5.516439474583016,5.865643651699062,3.65597757557098,0.0,0,1,0,0,0,0,0,0,1
669,0,2,1,2,12621.606882062344,161.40327466331038,44.43796620718916,-3.5936132780325103,4.926362349219284,2.6711644197576256,5.567223103118116,0.0,9,1,3,3,0,0,0,0,1
670,12,3,0,2,12358.775817028534,26.018051786412176,51.456371871196325,-9.450638155345871,8.568175630054396,6.925803025506741,3.8522708896773086,0.0,0,1,0,0,0,0,0,0,1
671,69,3,0,2,14875.280323019095,141.97065251895083,58.86205775860871,2.2310294420784693,5.480767233594063,3.43511790746961,1.6799277012241751,0.0,12,1,0,0,0,0,0,0,1
672,6,6,1,4,10618.857131661505,52.400801659317175,57.73273982752563,8.596720174014429,3.6594791202188413,8.619564467508635,3.2782824044106884,0.0,69,1,0,0,0,0,0,0,1
673,39,6,1,4,9717.107704346607,129.8854487714759,36.89621556667228,6.698183298757137,9.553505557808903,5.489177804321519,1.0195312214995513,0.0,6,1,1,1,0,0,0,1,1
674,19,6,1,4,12679.335358283497,131.86630874369365,89.00383825242496,-0.8402817961048861,9.053985330649468,5.5890852867821375,4.524371998739347,0.0,39,1,0,0,0,0,0,7,1
675,8,3,1,2,64241.732785739536,0.3333350178380856,31.01383282970074,-12.614203794455573,11.446773941331166,14.337075472311257,1.6636358064224117,0.0,19,2,3,3,0,0,0,0,0
676,0,3,1,2,73389.68039995404,63.96819940101781,56.7568735026716,-9.89984567908495,4.431868484186788,16.17720842226368,10.309433979802641,1.0,8,1,0,0,0,0,0,1,0
677,156,5,1,2,7048.920715517177,171.28062853836875,77.22381225601126,-0.01911603492001923,1.6186108233426166,8.911363851994118,6.291184473450307,1.0,0,1,0,0,0,0,0,0,1
678,10,5,1,2,11981.852745306649,186.08048739984412,83.99627539993892,5.854447134809121,0.6814550647046536,7.223893291341953,4.715218303082086,1.0,156,1,16,16,0,0,2,2,1
679,209,7,1,2,14802.219695939819,42.85065075020218,55.718121174037336,19.213259351654845,0.13234799510403183,8.404699868544231,2.9045824212484685,1.0,10,1,1,1,0,0,0,0,1
680,81,7,1,2,12232.960584041906,162.29140694277893,59.34720193454625,17.009843516431616,5.670526616844271,3.253917114589905,6.686730576534662,0.0,209,1,3,3,0,0,0,0,1
681,392,-1,1,2,73577.52351472343,36.54215894650258,8.227205549137205,-12.203623384372907,3.4200145681704845,15.03856720342677,6.785771579346064,1.0,81,1,0,0,0,0,0,0,0
682,19,8,1,1,57556.21074322271,24.198824716051455,21.044366795538878,11.671435481351917,13.356327789432115,9.44255622740276,9.271534179072674,1.0,392,6,7,7,0,0,4,4,0
683,73,3,1,4,14885.437563259075,55.99897763690643,73.03230641537886,28.593314290035316,4.65245710937348,7.371099947724338,2.325216590872812,1.0,19,1,0,0,0,0,0,1,1
684,20,3,1,4,5791.3468264840285,57.35697763399778,56.924792680273626,26.405573428816417,1.3362173595590376,5.6999712177712265,4.162846627447785,1.0,73,3,1,1,0,0,0,7,1
685,32,3,1,4,10795.07103030745,110.68060078263932,59.04160678843421,-3.601764226185762,4.804228882814915,5.818906358754699,4.7439206223765575,1.0,20,1,0,0,0,0,0,0,1
686,6,3,1,4,9416.70945990703,86.24458488500392,46.12249488582082,-6.001363250153826,0.1598589079575019,6.585020181817907,7.20320211056611,0.0,32,1,0,0,0,0,0,3,1
687,163,9,1,2,9882.990479403805,62.84131668892343,61.8782204354991,0.9799303023936723,4.195862227866915,3.2792348938307536,2.1056355904589856,0.0,6,1,0,0,0,0,0,0,1
688,424,9,1,2,6012.218480755691,47.62063552331131,67.88201982190326,18.116804684772973,3.4557109217699966,8.354929525757642,5.25568021308374,0.0,163,1,1,1,0,0,1,0,1
689,47,4,1,4,7618.076642089511,34.81173154885562,66.94023173349262,11.948052152839704,8.453585769105642,4.924305017016712,4.281578303795798,1.0,424,2,1,2,0,0,1,0,1
690,37,4,1,4,10717.572796622931,132.86517276803704,36.29054426278608,-7.2602695971447195,0.41213076910416424,6.381107201985163,2.8728854218622444,1.0,47,2,28,28,0,0,6,1,1
691,31,4,1,4,12065.377237916555,160.92707741966865,73.3944428096875,2.2593204962368,4.547748614947675,7.797001395347791,4.401723953508104,0.0,37,2,0,0,0,0,0,0,1
692,12,-1,1,2,86727.3481545469,39.861418325247584,57.15782822272848,1.4624887294455213,14.156941026224127,12.82818092070117,8.929720263217765,0.0,31,1,0,0,0,0,0,1,0
693,14,-1,1,2,48388.22638696923,14.251822198955278,1.101219879303037,-10.085882588274146,9.557175152506144,15.089240046639922,5.857959169121118,1.0,12,2,1,1,0,0,0,7,0
694,53,1,1,2,71599.79931830279,68.9991921475419,34.25964926170185,19.142502686941455,14.645535542151247,16.58247956931646,3.2813547893245882,0.0,14,3,0,0,0,0,0,0,0
695,20,1,1,2,26097.30468978142,6.0471378571919345,41.94521267172591,-3.037470579560985,5.320680696894339,13.085014256723127,10.313207916930768,0.0,53,4,0,0,1,0,0,0,0
696,18,-1,1,2,13358.294938969799,68.01214640694955,52.2888677314836,26.935076800969775,9.853823658361371,2.783771474004675,6.678001103133248,1.0,20,3,0,0,0,0,0,0,1
697,0,-1,1,2,6933.2784933221155,44.057335526467995,55.957107522065726,-9.010279867796523,8.442574016938488,5.038324967768801,1.6537794053639892,0.0,18,2,0,0,0,0,0,0,1
698,34,2,1,1,10669.21210113203,179.42318857189522,87.92377456593906,4.5994027190074895,5.5324701332838195,4.521284565611886,5.457813958609384,0.0,0,1,0,0,0,0,0,0,1
699,68,26,1,1,7530.83454111562,36.91564581945054,47.279784530884896,3.5944134091873536,4.4216700035883125,5.866212768460677,4.779612106391381,1.0,34,2,0,0,0,0,0,0,1
700,68,26,1,1,10692.038756834401,47.77843595289599,81.91517242150394,-1.1754854596830544,9.481741946740279,6.189338796890233,2.4056933559540292,0.0,68,4,0,0,0,0,0,10,1
701,50,4,1,2,7707.598777326608,159.82574337987202,31.296559877169702,26.765237560407506,2.5982180210095738,5.335573931795976,2.588727355909838,0.0,68,4,0,0,0,0,0,10,1
702,16,4,1,2,8539.884533315999,176.8912583451016,89.42412591542376,11.67462546684781,0.08726787510873413,2.523614052606241,3.0218053527710285,0.0,50,2,0,0,0,0,0,1,1
703,136,5,1,2,12727.78695736223,45.14595360513596,85.53519581104953,-7.953813707548667,9.944295362453804,3.956851729709269,5.29833183739205,0.0,16,1,1,1,0,0,0,0,1
704,49,1,1,3,9448.169838557511,105.15606600233997,46.89552255676415,6.9103625330790095,8.484667577991608,4.8638581136287,4.7404043908749784,0.0,136,1,0,0,0,0,0,5,1
705,11,1,1,3,8917.6686820399,65.79020898710107,56.39410945979557,-8.986654025128678,8.372661029457575,7.429215323213334,7.904832536166356,0.0,49,4,1,1,0,0,0,12,1
706,0,1,1,3,8890.338960481542,115.30009647875553,59.56285846184268,15.103054229867155,4.285201811592322,2.844540447869196,3.6002508391176575,0.0,11,2,0,0,0,0,0,1,1
707,1,6,1,2,83927.01345221885,29.768766539184057,34.394319178804906,21.201488935000796,7.919179665474117,13.030887132016417,2.63142307099284,0.0,0,1,0,0,0,0,0,0,0
708,82,1,1,2,12011.508969187687,103.34091213166931,84.89434554145811,-1.2301193408951416,9.67155335171553,2.876965417386395,4.6374706725248,1.0,1,2,0,0,0,0,0,0,1
709,29,1,1,2,13040.89344565159,34.6550809704101,58.33066684739956,25.202231735536586,1.0373577696334968,2.790473602850408,5.817999148010676,0.0,82,2,0,0,0,0,0,2,1
710,18,22,1,1,12767.18535016763,187.8804782314277,50.99035543188117,-2.7330414743763765,0.6513237611232736,3.004368516134524,6.757770938954166,0.0,29,1,0,0,0,0,0,0,1
711,0,3,1,2,27334.330371349803,62.97690000669393,45.85314135582994,4.2339950036883245,1.7183129909905592,11.593275389052497,10.903670339552853,0.0,18,1,0,0,0,0,0,0,0
712,6,3,1,2,49761.950244128624,12.323732199231063,4.851349842795559,-7.9945907975227435,4.193949630691177,11.833150569115322,3.302087702816272,0.0,0,3,3,3,0,0,1,0,0
713,59,0,1,2,13189.809567896193,62.23533420862379,13.4965989562472,3.841911513692743,1.2135070767902483,14.141389244854155,3.677882389447377,1.0,6,1,0,0,0,0,0,0,0
714,0,0,1,2,39026.698388175384,40.568691856150096,42.0339489091261,26.129117573009438,3.259128086880053,12.61862799709628,11.516836840047109,0.0,59,1,0,0,5,0,0,1,0
715,2,1,1,2,5063.804490594565,134.19101662985577,52.68565206108738,9.12413823310117,7.64354009509219,7.51503303141038,2.629303118525526,0.0,0,1,0,0,0,0,0,0,1
716,0,1,1,2,7873.456832528964,79.37437461959593,71.72511933066923,13.555962325568643,4.260829141473501,4.44249677377128,2.1870523422615054,1.0,2,1,0,0,0,0,0,1,1
717,64,6,0,2,11950.580019176668,168.92804256596597,33.54595418546855,15.524593084814342,5.552334295386547,3.1505655341986403,4.675883219370618,1.0,0,1,0,0,0,0,0,0,1
718,1,6,0,2,12458.401317789354,59.52859543378542,30.371678293463162,24.839790335954255,7.348924837930363,5.124778808077522,2.8628046118367942,1.0,64,1,15,17,0,0,1,0,1
719,0,6,0,2,12253.686348849074,36.22067756802625,74.75891991723651,5.153007456322921,9.184518560532222,4.699313568631194,6.415755528017121,0.0,1,1,0,0,0,0,0,0,1
720,12,2,1,1,13272.550343439874,29.042556769191474,77.29565819738136,4.949843909894076,6.941697162036569,6.64753124822362,5.583272740855929,0.0,0,1,1,1,0,0,0,0,1
721,16,6,1,1,14038.852980250618,24.643238946495252,35.942495136494436,-7.639170533834365,7.0032375018720465,5.325991634010166,5.765538109529051,0.0,12,1,0,0,0,0,0,8,1
722,8,2,1,3,7052.779805328213,25.2939073502402,54.42132633051734,-19.925256086342078,7.863121445266298,9.197246797058813,5.938905549540431,1.0,16,1,0,0,0,0,0,0,0
723,4,2,1,3,82898.17526218452,48.939365953254644,23.498626197880792,12.828957105940823,0.7021715675603313,12.641405930808608,6.352155290808855,1.0,8,2,13,14,0,0,7,0,0
724,23,4,1,3,8769.299121978045,110.96940020468277,80.26048121572127,-3.7297623169776273,1.591918730111187,6.710900799827103,6.487292355076713,0.0,4,1,0,0,0,0,0,0,1
725,0,4,1,3,6626.730083152443,145.53141218392108,87.23699208515791,26.30957511517346,0.964586792750145,4.79399069014789,6.7364950412634474,0.0,23,2,2,2,0,0,0,0,1
726,18,0,1,2,15624.194736335772,6.3886548600761905,56.15268252278512,-17.68102686677157,1.579359827277993,11.474237448887573,5.315128855475058,0.0,0,1,0,0,0,0,0,1,0
727,1,0,1,2,13785.13700938714,49.558990580529446,9.87920668012993,4.468697374588309,0.38612443292008525,17.922362336919342,7.649341132030902,1.0,18,2,0,0,0,0,0,10,0
728,46,2,1,2,9966.791134643385,44.251318081315226,37.88825536557364,1.233590380665417,4.391461624498686,7.671429057160264,4.641621614269113,1.0,1,1,0,0,0,0,0,1,1
729,22,2,1,2,13697.077656945019,86.55728964632746,88.43177523762441,-8.526517048502974,7.943059613028543,2.385452755525252,4.519704524241447,0.0,46,1,0,0,0,0,0,4,1
730,5,4,1,3,13636.966562205054,88.92628050498844,49.79927391388342,9.431081548968926,0.22512360253192587,7.597404849064924,6.516793759766983,0.0,22,1,0,0,0,0,0,0,1
731,55,4,1,3,7320.860644063877,144.7381944855818,56.58766830022389,24.57154661582905,7.888558077801775,6.245540538363816,5.10155183796602,0.0,5,1,0,0,0,0,0,3,1
732,0,4,1,3,10308.171620689449,80.33185182317561,40.1366783255022,2.2016976599976523,4.845549665564648,5.021418655778498,5.467930939544004,0.0,55,1,0,0,0,0,0,2,1
733,26,5,1,3,9788.128751801893,25.414142743140843,75.40587984374594,3.6737261280717384,3.697413807432816,2.054129937422691,2.4845419795152006,0.0,0,1,0,0,0,0,0,0,1
734,44,9,1,1,7435.569098439095,65.96865119185813,67.6360380101753,25.700745843563496,0.7808254893394884,4.639828684480502,2.066340696960707,0.0,26,2,1,1,0,0,0,5,1
735,147,4,1,1,98779.55059840633,19.461405700909612,13.625801245825834,16.667513203388538,3.009443315554561,19.494580321284538,8.088091644966777,1.0,44,3,0,0,0,0,0,1,0
736,89,1,1,1,10965.477359725019,83.4133962045513,37.44723958928534,20.066981928459292,0.24179251737031393,3.8915068611828887,2.2695300623648205,0.0,147,4,9,9,0,0,3,0,1
737,58,1,1,2,6279.090712159355,61.57852272558712,52.41856989632162,29.004170448877076,5.754956883008601,4.201973073512902,5.609460813602936,0.0,89,3,7,7,1,1,0,2,1
738,6,1,1,2,7924.230687387471,189.35923018357602,81.98895280270665,22.45771136507524,1.2319970891752052,6.823364507779356,4.976180610601203,0.0,58,2,0,0,3,0,0,3,1
739,10,4,1,2,75886.12317717508,20.124235809834843,55.90962634449306,-1.7270176095653405,13.54495379201345,18.36088974015327,10.166107356385318,0.0,6,2,0,0,0,0,0,0,0
740,130,1,1,4,9781.975396428126,30.806073016411986,58.91517663633731,22.192883760805685,4.1394454842406425,3.578459047056513,1.756602562332216,0.0,10,1,0,0,0,0,0,0,1
741,0,1,1,4,13185.137231317914,141.5815814236309,52.22844359502385,8.361601207786645,7.192025341387563,7.231176756383738,5.259176864607961,0.0,130,2,0,0,0,0,0,1,1
742,16,1,1,3,7651.829641902364,33.421322727093106,89.9162211893256,-0.034278042964404065,3.939899494565119,4.139384346545732,5.056348328860508,1.0,0,1,0,0,0,0,0,0,1
743,0,1,1,3,11132.072102439713,93.41695154947303,72.6563635564668,25.587663175445776,0.36893387255919396,7.300234481567623,3.943602480088582,0.0,16,1,0,0,0,0,0,1,1
744,0,1,1,3,7378.885571549171,125.34850909598418,75.33136635130157,18.711743587415587,3.7502055344849428,4.782070359243884,7.044870996218587,0.0,0,1,0,0,0,0,0,1,1
745,66,4,1,2,9649.816645048586,196.92641235698017,72.14431236955159,-8.32867219484498,1.149243397011881,4.1229731240090945,1.2310985661548624,0.0,0,1,0,0,0,0,0,0,1
746,16,4,1,2,8671.306585772103,71.68067338033805,51.30275926691148,-3.0134881449819417,1.0030152400806325,7.673167213347268,6.608720128419696,0.0,66,1,0,0,0,0,0,0,1
747,16,4,1,2,11376.007115367407,26.201762770403477,70.55170987625064,23.176968465586967,4.384238848540363,2.883762705976163,6.536360816324283,0.0,16,1,5,5,0,0,0,1,1
748,25,3,1,1,2591.905030909358,4.848863499199797,43.40205767295801,13.348980239483332,7.71914032856846,14.704002723625928,3.4702960408515664,1.0,16,1,5,5,0,0,0,1,0
749,5,0,1,2,12831.946829718454,159.56555482715478,42.075302021075004,20.98608569973658,4.674061559857799,3.8893315527890078,7.765269578406196,1.0,25,2,0,0,0,0,0,1,1
750,0,0,1,2,13291.890446624757,199.7772013771428,41.70587584968376,-1.3252021877656794,1.8022246380663076,7.5339914271728645,4.603693268436061,0.0,5,1,1,1,0,0,0,4,1
751,14,10,0,2,9792.458173449453,105.57056377129581,83.96783036211113,4.085722566456553,3.3301624153685374,5.4430544451844165,1.549742264935079,1.0,0,1,0,0,0,0,0,1,1
752,7,10,0,2,14245.286236572798,40.6031582259579,65.71511021667774,5.347195319733867,2.326980116889006,2.5002589339522094,1.9853026081794134,0.0,14,1,1,1,0,0,0,1,1
753,7,10,0,2,7207.746924361624,141.14089762536378,69.0883830150762,17.72443924372098,4.241067840019831,2.810263771726161,2.999034755515146,0.0,7,1,1,1,0,0,0,0,1
754,6,2,1,2,96293.34000236215,62.05170668411634,26.07467356633396,3.1865090081966088,6.786395957187349,13.637503369553402,11.860599627815413,1.0,7,1,1,1,0,0,0,0,0
755,30,2,1,2,38234.55658307962,66.80628505693412,42.22091441243,6.124046924272946,3.13736776828299,6.631947547949844,1.2292270557991452,0.0,6,1,0,0,0,0,0,1,0
756,6,1,1,4,50235.60473611628,68.13329266154176,1.2669806120212312,-2.9714053091198096,3.674195877101975,4.731202864413945,7.859332716806028,0.0,30,3,3,3,0,0,1,1,0
757,0,1,1,4,26921.407789047968,8.385555004519484,28.91372986789164,0.8882137812651578,9.199471889019257,6.701719041095872,3.5339617964418117,1.0,6,1,0,0,0,0,0,7,0
758,0,1,1,4,19025.41929728959,49.14811891063195,2.6306339391564793,-15.328953113038335,12.14635158158469,14.270145798218461,3.286211069436681,0.0,0,2,0,0,0,0,0,1,0
759,28,0,1,2,31752.6465452857,19.8094538555685,4.614111469345891,12.881205390605537,0.9630537605483835,11.48946533879279,3.7945297340843838,1.0,0,2,0,0,0,0,0,0,0
760,27,25,1,3,11070.172879894473,182.00822591416951,39.656652570277714,25.645687068002196,7.672176963076076,2.276058606885774,4.5926401514441,1.0,28,1,0,0,0,0,0,1,1
